city,city_code,latitude,longitude,reverse_address,state,ZRIFAH
geneseo,24806|5585|40545,41.4480902,-90.1542848,"425 S Oakwood Ave, Geneseo, IL 61254, USA",illinois,0.864
geneva,38010|21267|1976,41.8875281,-88.3053525,"102 W State St, Geneva, IL 60134, USA",illinois,1.03
glen carbon village,39620|22426|3006,38.7483814,-89.98315799999999,"194 S Main St, Glen Carbon, IL 62034, USA",illinois,0.762
glen ellyn village,1393|20839|19299|37533,41.8775293,-88.0670118,"1984 N Main St, Glen Ellyn, IL 60137, USA",illinois,1.364
glenview village,20352|1007|37041,42.0778065,-87.8223368,"2550 Park Ln, Glenview, IL 60025, USA",illinois,1.464
grayslake village,38917|22004|2772,42.34446639999999,-88.04174599999999,"122 Center St, Grayslake, IL 60030, USA",illinois,1.046
harvey,21762|1990|38592,41.6100344,-87.6467131,"159 E 154th St, Harvey, IL 60426, USA",illinois,1.238
highland park,38096|21342|1619,42.1816918,-87.8003437,"Unnamed Road, Highland Park, IL 60035, United States",illinois,1.4
hinsdale village,2519|22241|19311|39286,41.8008642,-87.9370052,"Hinsdale/Madison, Hinsdale, IL 60521, USA",illinois,1.874
homer glen village,34284|11918|50259,41.6000317,-87.9381112,"159th/Hidden Valley, Homer Glen, IL 60491, USA",illinois,0.706
huntley village,38208|21450|2028,42.1680796,-88.4281415,"11105 IL-47, Huntley, IL 60142, USA",illinois,0.994
la grange park village,22503|2718|39792,41.8347535,-87.86172599999999,"1101 E 31st St, La Grange Park, IL 60526, USA",illinois,1.452
la grange village,22503|2718|39792,41.8050314,-87.8692254,"La Grange/47th, La Grange, IL 60525, USA",illinois,1.452
lake forest,39236|22212|2462,42.2586342,-87.840625,"1050 Griffith Rd, Lake Forest, IL 60045, USA",illinois,1.572
lake zurich village,39335|22266|2754,42.19696889999999,-88.0934108,"4 W Main St, Lake Zurich, IL 60047, USA",illinois,1.23
lemont village,21638|2064|38450,41.673642,-88.0017261,"204 Main St, Lemont, IL 60439, USA",illinois,1.042
libertyville village,33323|14188|49550,42.2830786,-87.9531303,"100N E Park Ave, Libertyville, IL 60048, USA",illinois,
lincoln,38904|27349|7484,40.1483768,-89.3648183,"410 Broadway St, Lincoln, IL 62656, USA",illinois,
lincolnwood village,22710|2976|40291,42.0044757,-87.73005940000002,"Lincoln/Pratt, Lincolnwood, IL 60712, USA",illinois,1.3
lisle village,1949|21367|19304|38128,41.801141,-88.0747875,"Ogden/Main, Lisle, IL 60532, USA",illinois,1.274
mahomet village,22903|3567|40949,40.1953106,-88.40422339999999,"101 S Lincoln St, Mahomet, IL 61853, USA",illinois,0.774
matteson village,21927|2173|38810,41.5039235,-87.71310179999999,"3938 212th Pl, Matteson, IL 60443, USA",illinois,0.986
maywood village,21617|1866|38429,41.8791979,-87.8431155,"901 S 9th Ave, Maywood, IL 60153, USA",illinois,1.266
mokena village,39164|22171|2368,41.5261437,-87.8892189,"20003 Wolf Rd, Mokena, IL 60448, USA",illinois,1.03
morton grove village,39305|22250|2586,42.0405852,-87.78256209999999,"6225 Dempster Street, Morton Grove, IL 60053, USA",illinois,
morton village,39305|22250|2586,40.6128161,-89.45926089999999,"404 N Main St, Morton, IL 61550, USA",illinois,
mount prospect village,20360|829|37050,42.0664167,-87.9372908,"Mont, Mt Prospect, IL 60056, United States",illinois,1.398
naperville,179|19645|19291|36338,41.7508391,-88.1535352,"1052 Alder Ln, Naperville, IL 60540, USA",illinois,1.132
new lenox village,37656|20955|1709,41.5119761,-87.9656098,"102 S Cedar Rd, New Lenox, IL 60451, USA",illinois,0.962
northbrook village,20813|1438|37504,42.1275267,-87.82895479999999,"1345 1st St, Northbrook, IL 60062, USA",illinois,1.296
oak brook village,3378|22995|19321|41359,41.8397865,-87.95355339999999,"1399 Kensington Rd, Oak Brook, IL 60523, USA",illinois,1.414
orland park village,20187|680|64612,41.6303103,-87.85394250000002,"14300 96th Ave, Orland Park, IL 60462, USA",illinois,1.048
palos heights,22555|2993|39907,41.6680885,-87.7964416,"7152-7198 W 123rd St, Palos Heights, IL 60463, USA",illinois,1.112
park forest village,21992|2212|38897,41.4914236,-87.6744891,"2599 Western Ave, Park Forest, IL 60466, USA",illinois,1.124
park ridge,20841|1277|37537,42.0111412,-87.84061919999999,"9 S Greenwood Ave, Park Ridge, IL 60068, USA",illinois,1.414
river forest village,22850|3147|40734,41.8939617,-87.81984779999999,"753 Park Ave, River Forest, IL 60305, USA",illinois,1.478
riverdale village,23719|8190|40073,41.63336779999999,-87.6331021,"452 W 144th St, Riverdale, IL 60827, USA",illinois,1.208
shorewood village,38725|21859|2720,41.5200305,-88.2017293,"120 Picnic St, Shorewood, IL 60404, USA",illinois,0.922
south holland village,21553|1831|38357,41.6008681,-87.60698939999999,"439 E 162nd St, South Holland, IL 60473, USA",illinois,1.212
vernon hills village,58145,42.23933230000001,-87.9653565,"10 W Phillip Rd, Vernon Hills, IL 60061, USA",illinois,
washington,38444|21631|2020,40.7036482,-89.4073123,"110 N Main St, Washington, IL 61571, USA",illinois,
waterloo,39463|22347|3337,38.3358857,-90.1498341,"100 S Main St, Waterloo, IL 62298, USA",illinois,0.934
waukegan,36644|19951|527,42.3636331,-87.84479379999999,"Jackson/Oak Crest, Waukegan, IL 60085, USA",illinois,1.122
western springs village,22723|3090|40333,41.8097532,-87.9006155,"914 Hillgrove Ave, Western Springs, IL 60558, USA",illinois,1.482
wheaton,815|20311|19292|37001,41.8661403,-88.1070127,"140 N Main St, Wheaton, IL 60187, USA",illinois,1.264
willowbrook,3395|22756|19315|40441,41.7697533,-87.9358931,"525-501 Ridgemoor Dr, Willowbrook, IL 60527, USA",illinois,1.298
wilmette village,21470|1742|38254,42.0722513,-87.7228384,"1900 Wilmette Ave, Wilmette, IL 60091, USA",illinois,1.786
winfield village,3690|22792|19318|40503,41.8616956,-88.1609031,"0S024 E Street, Winfield, IL 60190, United States",illinois,1.136
winnetka village,22786|3071|40527,42.10808340000001,-87.735895,"606 Green Bay Rd, Winnetka, IL 60093, USA",illinois,2.048
zion,38503|21683|2257,42.4461322,-87.83285049999999,"Shiloh Park, 1619 27th St, Zion, IL 60099, USA",illinois,1.096
anderson,37040|20351|917,40.1053196,-85.6802541,"30 W 11th St, Anderson, IN 46016, USA",indiana,0.622
carmel,19922|699|36615,39.978371,-86.1180435,"599 E Main St, Carmel, IN 46032, USA",indiana,0.8
dyer town,38707|24315|2579,41.4942021,-87.52170679999999,"201 Joliet St, Dyer, IN 46311, USA",indiana,0.966
east chicago,38095|34325|8131,41.63920239999999,-87.4547635,"1318 E Columbus Dr, East Chicago, IN 46312, USA",indiana,0.736
fishers town,20016|1241|64602,39.9567548,-86.01335,"8787 E 116th St, Fishers, IN 46038, USA",indiana,0.768
fort wayne,19533|87|36224,41.079273,-85.1393513,"803 S Calhoun St, Fort Wayne, IN 46802, USA",indiana,0.714
gary,64793|20023|444,41.6020403,-87.3371523,"10 E 5th Ave, Gary, IN 46402, USA",indiana,0.788
hammond,36802|20118|569,41.5833688,-87.5000412,"7141 Columbia Ave, Hammond, IN 46324, USA",indiana,0.958
indianapolis,64592|19481|14,39.768403,-86.158068,"Intl Airport - Zone 1 Ground Transportation Center, Indianapolis, IN 46204, USA",indiana,0.774
jasper,21874|2765|38743,38.3914418,-86.9311094,"103 W 6th St, Jasper, IN 47546, USA",indiana,
jeffersonville,20655|1620|37343,38.2775702,-85.7371847,"501 E Court Ave, Jeffersonville, IN 47130, USA",indiana,0.788
merrillville town,37514|20823|1160,41.4828144,-87.33281389999999,"25 Indian Trail, Merrillville, IN 46410, USA",indiana,0.842
munster town,38529|21701|1910,41.5644798,-87.5125412,"8205 Monroe Ave, Munster, IN 46321, USA",indiana,0.984
north vernon,45489|29146|14971,39.006165,-85.6235796,"ETC -1200 O&M Ave, North Vernon, IN 47265, United States",indiana,
westfield town,21259|2545|37880,40.0428151,-86.1274888,"100 N Union St, Westfield, IN 46074, USA",indiana,0.778
zionsville town,21619|3369|64654,39.9508733,-86.261937,"76 S Main St, Zionsville, IN 46077, USA",indiana,0.854
adel,23936|5884|42162,41.6144325,-94.017453,"312 Nile Kinnick Dr S, Adel, IA 50003, USA",iowa,1.048
albia,43352|36097,41.0300078,-92.811307,"219 B Ave W, Albia, IA 52531, USA",iowa,
algona,42537|36018|7649,43.0699663,-94.233019,"415 E Call St, Algona, IA 50511, USA",iowa,
altoona,39121|22140|2896,41.6435514,-93.4750836,"818 8th St SW, Altoona, IA 50009, USA",iowa,1.064
ames,36849|20163|675,42.0307812,-93.6319131,"Brookside Park, 1325 6th St, Ames, IA 50010, USA",iowa,1.004
anamosa,42033|26967|6374,42.1083371,-91.2851594,"108 E Main St, Anamosa, IA 52205, USA",iowa,0.732
ankeny,37150|20455|1163,41.7317884,-93.6001278,"101 S Ankeny Blvd, Ankeny, IA 50023, USA",iowa,1.048
atlantic,26951|7608|41851,41.4036007,-95.0138776,"5 W 7th St, Atlantic, IA 50022, USA",iowa,
audubon,35761|16202|61121,41.7180421,-94.9324868,"508 Market St, Audubon, IA 50025, USA",iowa,
belmond,46846,42.84608,-93.6140991,"303 E Main St, Belmond, IA 50421, USA",iowa,
bettendorf,37664|23516|4163,41.5262641,-90.5072573,"18 St & Grant St, Bettendorf, IA 52722, USA",iowa,1.094
bloomfield,35776|42647,40.75168840000001,-92.4149074,"100 Courthouse Sq # 1, Bloomfield, IA 52537, Bloomfield, IA 52537, United States",iowa,
blue grass,44301|28575|10820,41.5089194,-90.7659767,"101 W Mayne St, Blue Grass, IA 52726, USA",iowa,
boone,22936|3506|41084,42.0597047,-93.8802273,"379 Story St, Boone, IA 50036, USA",iowa,0.716
buffalo,58258|32583|13167,41.4555873,-90.7209746,"326 Front St, Buffalo, IA 52728, USA",iowa,
burlington,21250|1570|37991,40.8076529,-91.1128901,"1000-1098 Division St, Burlington, IA 52601, USA",iowa,0.578
camanche,28632|13891|44429,41.7853085,-90.2529064,"712 6th St, Camanche, IA 52730, USA",iowa,
carlisle,43051|25702|7845,41.4986013,-93.4835466,"3 1/2 School St, Carlisle, IA 50047, USA",iowa,1.032
carroll,23959|5838|42431,42.0655986,-94.8672793,"529 N Main St, Carroll, IA 51401, USA",iowa,0.868
carter lake,45989|33060|13886,41.29055340000001,-95.9180689,"909 Willow Dr, Carter Lake, IA 51510, USA",iowa,0.702
cedar falls,20899|1302|37601,42.5348993,-92.4453161,"406 Main St, Cedar Falls, IA 50613, USA",iowa,1.034
cedar rapids,36408|19747|332,41.9778795,-91.6656232,"310 3rd Ave SE, Cedar Rapids, IA 52401, USA",iowa,0.828
centerville,64969|7864|47623,40.7290565,-92.8738196,"603 S Main St, Centerville, IA 52544, USA",iowa,
chariton,44421|32950|18929,41.0199996,-93.3140985,"1316 Commercial Ave, Chariton, IA 50049, USA",iowa,
charles city,35946|41082,43.0663612,-92.6724112,"105 Milwaukee St, Charles City, IA 50616, USA",iowa,
cherokee,25750|19338|43249,42.7496413,-95.5515431,"107 S 2nd St, Cherokee, IA 51012, USA",iowa,0.964
clarinda,48337|26423|6986,40.7419352,-95.038313,"410 N 16th St, Clarinda, IA 51632, USA",iowa,
clarion,46262,42.7316387,-93.732992,"100 S Main St, Clarion, IA 50525, USA",iowa,
clear lake,25255|5674|41724,43.1435564,-93.3788108,"908 N 8th St, Clear Lake, IA 50428, USA",iowa,0.67
clinton,26748|7463|38142,41.8444735,-90.1887379,"221 2nd Ave S, Clinton, IA 52732, USA",iowa,0.692
clive,39187|22187|2819,41.6060873,-93.77236,"1538 Campus Dr, Clive, IA 50325, USA",iowa,0.966
colfax,59807|32654|13182,41.67707619999999,-93.2451249,"1, Colfax, IA 50054, United States",iowa,0.834
coralville,38911|22001|2448,41.6822756,-91.5960643,"800 22nd Ave, Coralville, IA 52241, USA",iowa,1.042
council bluffs,64608|20122|579,41.2619444,-95.8608333,"1146-1198, US-6, Council Bluffs, IA 51501, United States",iowa,0.698
cresco,43367,43.3813568,-92.1140547,"757 N Elm St, Cresco, IA 52136, USA",iowa,
creston,41304|35875,41.0586002,-94.3613474,"101 E Montgomery St, Creston, IA 50801, USA",iowa,
davenport,36507|19817|315,41.5236437,-90.5776367,"416 N Harrison St, Davenport, IA 52801, USA",iowa,0.944
de witt,29786|13931|46833,41.8239952,-90.5389662,"827 6th Ave, DeWitt, IA 52742, USA",iowa,
decorah,44701|26051|19284,43.30330559999999,-91.7857092,"118 Washington St, Decorah, IA 52101, USA",iowa,0.818
denison,25018|19158|41115,42.024988,-95.3588867,"1014 Oakwood Dr, Denison, IA 51442, USA",iowa,
des moines,36276|19584|119,41.5868353,-93.6249593,"Equitable Building, 604 Locust St, Des Moines, IA 50309, USA",iowa,1.052
dubuque,20142|628|36827,42.5005583,-90.6645718,"698 Central Ave, Dubuque, IA 52001, USA",iowa,0.686
dyersville,28225|9214|43439,42.4836415,-91.1140899,"902 2nd Ave SE, Dyersville, IA 52040, USA",iowa,0.682
eagle grove,45638,42.6641396,-93.9044473,"223 W Broadway St, Eagle Grove, IA 50533, USA",iowa,
eldridge,41365|27655|6114,41.65808639999999,-90.5845822,"310 N 2nd St, Eldridge, IA 52748, USA",iowa,1.02
emmetsburg,44751,43.1127427,-94.6830357,"801 Lawler St, Emmetsburg, IA 50536, USA",iowa,
estherville,46623,43.4013478,-94.8391532,"308 Central Avenue, Estherville, IA 51334, USA",iowa,
evansdale,28503|9411|44142,42.4691543,-92.281017,"462 Grand Blvd, Evansdale, IA 50707, USA",iowa,0.888
fairfield,44726|26052|7141,41.00761139999999,-91.9636914,"302 1/2 E Broadway Ave, Fairfield, IA 52556, USA",iowa,0.76
forest city,43978|34740|7756,43.2624685,-93.6371937,"145 S 4th St, Forest City, IA 50436, USA",iowa,0.542
fort dodge,38079|21330|1633,42.4974694,-94.1680158,"802 S 22nd St, Fort Dodge, IA 50501, USA",iowa,0.71
fort madison,40306|23743|7516,40.6297634,-91.314535,"712 9th St, Fort Madison, IA 52627, USA",iowa,
garner,35503|15997|45050,43.1023343,-93.6020858,"2525 Taft Ave, Garner, IA 50438, USA",iowa,
glenwood,41668|25233|5875,41.0469437,-95.7425056,"418 E Sharp St, Glenwood, IA 51534, USA",iowa,1.116
grinnell,45647|26176|6891,41.74340919999999,-92.7232456,"210 4th Ave Ahrens Medical Arts Building, 2nd Floor, Grinnell, IA 50112, United States",iowa,0.824
grundy center,35985|45940,42.3616501,-92.7685327,"401 G Ave, Grundy Center, IA 50638, USA",iowa,
hampton,54385,42.7425009,-93.2103402,"212 1st Ave NW, Hampton, IA 50441, USA",iowa,
harlan,48395|26428|17090,41.653044,-95.3255541,"1603 12th St, Harlan, IA 51537, USA",iowa,1.06
hawarden,45746|35828|18265,42.9963772,-96.4891976,"414 10th St, Hawarden, IA 51023, USA",iowa,
hiawatha,42751|27978|8805,42.0491958,-91.6815252,"1125 Dina Ct, Hiawatha, IA 52233, USA",iowa,0.91
humboldt,34701|15538|42996,42.7208047,-94.2152402,"11 timber rdg, Humboldt, IA 50548, USA",iowa,0.748
independence,25016|5643|41108,42.4685978,-91.8893386,"520 1st St E, Independence, IA 50644, USA",iowa,0.8
indianola,38964|22036|2290,41.3580484,-93.5574376,"311 E 2nd Ave, Indianola, IA 50125, USA",iowa,0.932
iowa city,64791|19962|508,41.6611277,-91.5301683,"10 S Gilbert St, Iowa City, IA 52240, USA",iowa,1.116
iowa falls,26539|19163|51180,42.51988679999999,-93.2645741,"606 Washington Ave, Iowa Falls, IA 50126, USA",iowa,0.962
jefferson,36021|44618,42.0172457,-94.3774232,"303 N Elm St, Jefferson, IA 50129, USA",iowa,
johnston,39347|22273|2761,41.6709834,-93.7130493,"6750 Pioneer Pkwy, Johnston, IA 50131, USA",iowa,0.996
keokuk,40187|24675|17125,40.4044731,-91.3963966,"211 S 18th St, Keokuk, IA 52632, USA",iowa,0.842
lake city,35039|15722|49849,42.2674828,-94.7338704,"101 N Center St, Lake City, IA 51449, USA",iowa,0.612
lansing,33373|15804|50255,43.3609053,-91.218768,"400 Center St, Lansing, IA 52151, USA",iowa,0.764
le claire,44310|25987|6422,41.5975061,-90.3462215,"226 Wisconsin St, Le Claire, IA 52753, USA",iowa,1.086
le mars,43588|25828|6197,42.79415669999999,-96.1655778,"43 1st Ave NE, Le Mars, IA 51031, USA",iowa,
leon,33211|16036|47901,40.739724,-93.7477217,"20451 262nd Ave, Leon, IA 50144, United States",iowa,
lisbon,47570|30152|10211,41.9211198,-91.3854466,"101 E Main St, Lisbon, IA 52253, USA",iowa,0.886
manchester,29616|17412|46486,42.4857853,-91.4579698,"605 N New St, Manchester, IA 52057, USA",iowa,
maquoketa,41381|33756,42.0689088,-90.6656914,"110 S Main St, Maquoketa, IA 52060, USA",iowa,
marengo,44702|28752|9439,41.7927817,-92.0696253,"131 E Miller St, Marengo, IA 52301, USA",iowa,
marion,37522|20829|1444,42.033279,-91.5968958,"1129 US-151 BUS, Marion, IA 52302, USA",iowa,0.92
marshalltown,37835|21115|1466,42.0494674,-92.9080375,"4 N 3rd Ave, Marshalltown, IA 50158, USA",iowa,0.424
mason city,21239|1539|37975,43.1535728,-93.2010367,"124 N Federal Ave, Mason City, IA 50401, USA",iowa,0.716
missouri valley,25939|16281|44063,41.5563713,-95.8877767,"118 S 6th St, Missouri Valley, IA 51555, USA",iowa,
monticello,42962|28054|15528,42.23833510000001,-91.1870937,"301 E 1st St, Monticello, IA 52310, USA",iowa,0.708
mount pleasant,36098|45011,40.9716959,-91.5487714,"500 N Lincoln St, Mt Pleasant, IA 52641, USA",iowa,
mount vernon,43054|28077|11990,41.9219522,-91.4168371,"108 1st St E, Mt Vernon, IA 52314, USA",iowa,0.854
muscatine,37885|24219|7462,41.424473,-91.0432051,"401 E 3rd St, Muscatine, IA 52761, USA",iowa,0.746
nevada,41586|25200|5765,42.0227184,-93.4523014,"Lincoln Highway &, 6th St, Nevada, IA 50201, USA",iowa,0.85
new hampton,55977,43.0592724,-92.317864,"200 W Main St, New Hampton, IA 50659, USA",iowa,
newton,39717|22474|2829,41.7033177,-93.05735330000002,"420 W 4th St N, Newton, IA 50208, USA",iowa,0.864
north liberty,39651|22439|3693,41.739482,-91.6080974,"465 Hwy 965, North Liberty, IA 52317, USA",iowa,1.006
norwalk,40784|22862|3463,41.47554600000001,-93.6788304,"1099-801 Main St, Norwalk, IA 50211, USA",iowa,1.056
oelwein,25508|15509|42469,42.6784949,-91.9119586,"25 E Charles St, Oelwein, IA 50662, USA",iowa,0.52
ogden,32534|15451|57028,42.0395595,-94.0320167,"341 W Walnut St, Ogden, IA 50212, USA",iowa,
onawa,45689,42.0266548,-96.0972376,"1013 10th St, Onawa, IA 51040, USA",iowa,
orange city,42422|27010|13774,43.0072087,-96.0583523,"122 Central Ave NW, Orange City, IA 51041, USA",iowa,
osage,53286|26578|19287,43.2841382,-92.8190838,"205 Main St, Osage, IA 50461, USA",iowa,1.17
osceola,25599|6134|42728,41.0342618,-93.766759,"100 S Main St, Osceola, IA 50213, USA",iowa,
oskaloosa,39643|24512|5130,41.2916728,-92.6493595,"412 4th Ave W, Oskaloosa, IA 52577, USA",iowa,
ottumwa,37953|21220|1681,41.01602930000001,-92.4083022,"347 2nd St E, Ottumwa, IA 52501, USA",iowa,
pella,40095|24643|4357,41.4080327,-92.916405,"836 Main St, Pella, IA 50219, USA",iowa,0.932
perry,34078|10204|43515,41.8385964,-94.1071797,"1918 Willis Ave, Perry, IA 50220, USA",iowa,0.734
pleasant hill,41578|23035|3436,41.5873903,-93.5196138,"4801 E Oakwood Dr, Pleasant Hill, IA 50327, USA",iowa,1.038
polk city,41236|23850|4556,41.7713764,-93.7129997,"113 W Broadway St, Polk City, IA 50226, USA",iowa,1.114
postville,29794|15828|46848,43.084702,-91.5682015,"1245, Postville, IA 52162, USA",iowa,0.654
prairie city,48199|30439|15067,41.599434,-93.2352053,"200 Marshall St N, Prairie City, IA 50228, USA",iowa,0.856
red oak,47049|26343|7887,41.0170937,-95.2214477,"909 Chautauqua Dr, Red Oak, IA 51566, USA",iowa,0.654
rock valley,44874|35932|13830,43.2052594,-96.2950263,"1501 Main St, Rock Valley, IA 51247, USA",iowa,
sac city,47537|35551|16037,42.42220330000001,-94.9897109,"500 W Main St, Sac City, IA 50583, USA",iowa,
sergeant bluff,43939|25908|6466,42.40298019999999,-96.3588424,"305 E St, Sergeant Bluff, IA 51054, USA",iowa,0.908
sheldon,43313|28182|15246,43.1812107,-95.8569539,"5321 W 9th St, Sheldon, IA 51201, USA",iowa,
shenandoah,43368|25782|6250,40.7667389,-95.3761506,"101 N Railroad St, Shenandoah, IA 51601, USA",iowa,
sigourney,59230,41.3333445,-92.2046255,"101 S Main St, Sigourney, IA 52591, USA",iowa,
sioux center,41965|26962|13765,43.0797991,-96.1756935,"958 N Main Ave, Sioux Center, IA 51250, USA",iowa,
sioux city,36650|19959|435,42.4963416,-96.4049408,"600 Pierce St, Sioux City, IA 51101, USA",iowa,0.874
spencer,25677|4625|42987,43.1450748,-95.144318,"717 Grand Ave, Spencer, IA 51301, USA",iowa,
spirit lake,26162|6705|45539,43.4226192,-95.1022313,"1723 Hill Ave, Spirit Lake, IA 51360, USA",iowa,
state center,48971|33293|14145,42.0166544,-93.1635365,"100-198 E Main St, State Center, IA 50247, USA",iowa,
storm lake,26451|7017|48869,42.6430359,-95.2019399,"104 W Railroad St, Storm Lake, IA 50588, USA",iowa,
story city,44845|28822|9181,42.1871601,-93.5955532,"603 Broad St, Story City, IA 50248, USA",iowa,0.836
tama,45189,41.9627392,-92.576753,"419 State St, Tama, IA 52339, USA",iowa,
tipton,28696|6659|44562,41.7697434,-91.1279349,"400 Cedar St, Tipton, IA 52772, USA",iowa,
toledo,46890,41.9972134,-92.5835266,"108 S West St, Toledo, IA 52342, USA",iowa,
urbandale,37416|20727|1227,41.6266555,-93.7121656,"3411 70th St, Urbandale, IA 50322, USA",iowa,1.016
vinton,25359|8539|42027,42.1646477,-92.0185651,"503 E 8th St, Vinton, IA 52349, USA",iowa,
walcott,48194|30436|10941,41.585543,-90.7743819,"103 S Main St, Walcott, IA 52773, USA",iowa,0.934
washington,41335|25103|5716,41.30140770000001,-91.6916417,"116 E 3rd St, Washington, IA 52353, USA",iowa,0.732
waterloo,20147|634|36834,42.492786,-92.3425775,"503 W 4th St, Waterloo, IA 50701, USA",iowa,0.834
waukee,21940|2476|39172,41.6119903,-93.8855768,"243-299 6th St, Waukee, IA 50263, USA",iowa,1.06
waukon,28262|15541|43546,43.2694208,-91.47569500000002,"3 W Main St, Waukon, IA 52172, USA",iowa,0.732
waverly,24666|4391|40168,42.7272032,-92.4668511,"303 1st Ave NE, Waverly, IA 50677, USA",iowa,0.834
webster city,25120|19230|41373,42.4694321,-93.8159149,"401 2nd St, Webster City, IA 50595, USA",iowa,
west branch,29356|19255|45950,41.6714086,-91.3465521,"109 W Main St, West Branch, IA 52358, USA",iowa,0.868
west burlington,29017|9665|45261,40.8250386,-91.1565357,"122 Broadway St, West Burlington, IA 52655, USA",iowa,0.644
west des moines,36956|20304|768,41.5638902,-93.7593841,"4200 Mills Civic Pkwy, West Des Moines, IA 50265, USA",iowa,1.0
west liberty,44600|28714|9185,41.5700231,-91.2637695,"105 W 3rd St, West Liberty, IA 52776, USA",iowa,0.732
williamsburg,44869|28828|9335,41.6611187,-92.0090673,"500-598 Court St, Williamsburg, IA 52361, USA",iowa,
wilton,45308|29041|11519,41.5889154,-91.0168179,"101 W 4th St, Wilton, IA 52778, USA",iowa,0.752
windsor heights,44376|28615|9554,41.6038268,-93.7105118,"6709 Forest Ct, Windsor Heights, IA 50324, USA",iowa,0.982
winterset,42175|23938|7454,41.3308237,-94.0138393,"60 E Grade St, Winterset, IA 50273, USA",iowa,0.872
abilene,26324|4677|46873,38.9172216,-97.2139094,"210 N Buckeye Ave, Abilene, KS 67410, USA",kansas,0.686
anthony,34941|10314|48065,37.1533554,-98.0311727,"121 W Steadman St, Anthony, KS 67003, USA",kansas,0.56
augusta,24571|5148|39868,37.6866844,-96.9767023,"1201 Osage St, Augusta, KS 67010, USA",kansas,0.594
basehor,42925|23191|3739,39.1416692,-94.9385762,"2948 155th St, Basehor, KS 66007, USA",kansas,0.974
belleville,49149|30881|10733,39.8244501,-97.6325415,"1119 18th St, Belleville, KS 66935, USA",kansas,
beloit,44597|28711|9287,39.45611780000001,-98.1061595,"400 River St, Beloit, KS 67420, USA",kansas,
benton,30806|14951|48998,37.7889039,-97.1086498,"111 S Main St, Benton, KS 67017, USA",kansas,
burlington,32708|13601|61129,38.1944667,-95.74276410000002,"626 Neosho St, Burlington, KS 66839, USA",kansas,
clay center,31513|7224|50870,39.3769407,-97.1247428,"608 Court St, Clay Center, KS 67432, USA",kansas,0.662
clearwater,42844|28010|8616,37.5027959,-97.504492,"150 Lee Ave, Clearwater, KS 67026, USA",kansas,0.78
colby,42888|28028|8568,39.3958369,-101.0523773,"320 N Grant Ave, Colby, KS 67701, USA",kansas,
columbus,25729|7725|43160,37.1692278,-94.8441239,"223 S Pennsylvania Ave, Columbus, KS 66725, USA",kansas,0.538
colwich,46726|29733|12852,37.7791785,-97.5364351,"104 Chicago Ave, Colwich, KS 67030, USA",kansas,0.798
conway springs,49220|30912|10917,37.3902975,-97.6422723,"124 E Spring Ave, Conway Springs, KS 67031, USA",kansas,0.6
council grove,46256|27194|8037,38.6611187,-96.4919473,"28 N Mission St, Council Grove, KS 66846, USA",kansas,0.628
derby,38031|21287|1671,37.5455735,-97.2689331,"P.O. Box 97, Derby, KS 67037, United States",kansas,0.826
ellinwood,30220|12306|47711,38.3555675,-98.5809106,"112 N Main St, Ellinwood, KS 67526, USA",kansas,0.586
ellis,34910|6974|47543,38.9380662,-99.56066690000002,"912 Washington St, Ellis, KS 67637, USA",kansas,0.734
ellsworth,28934|9586|45083,38.7305648,-98.2281126,"408 N Lincoln Ave, Ellsworth, KS 67439, USA",kansas,
eudora,25157|6498|41466,38.9433372,-95.0985807,"900 Blk Main St, Eudora, KS 66025, USA",kansas,0.94
fredonia,46265|29507|9606,37.5339386,-95.8266483,"421 N 7th St, Fredonia, KS 66736, USA",kansas,
gardner,21742|2123|38574,38.8108408,-94.9271868,"On Center at Main Northbound Nearside, Gardner, KS 66030, USA",kansas,1.104
garnett,26483|7301|49575,38.2805772,-95.2419192,"411 S Oak St, Garnett, KS 66032, USA",kansas,
girard,28876|9308|44976,37.5111596,-94.8380215,"402 E Forest Ave, Girard, KS 66743, USA",kansas,0.534
goddard,41526|27683|8786,37.6597363,-97.5753256,"319 N Main St, Goddard, KS 67052, USA",kansas,0.882
halstead,29239|14705|45703,38.0014004,-97.5086518,"220 W 5th St, Halstead, KS 67056, USA",kansas,0.628
haven,49871|31170|15331,37.8989003,-97.7828272,"209 S Kansas Ave, Haven, KS 67543, USA",kansas,0.576
herington,26394|10127|47761,38.671119,-96.9425139,"17 E Main St, Herington, KS 67449, USA",kansas,0.552
hesston,31438|15755|50667,38.1383437,-97.4314267,"100 N Main St, Hesston, KS 67062, USA",kansas,0.642
hiawatha,31955|11833|52506,39.8525033,-95.5358156,"PO Box 295, Hiawatha, KS 66434, United States",kansas,0.586
hillsboro,45562|33828|14703,38.3519555,-97.2044723,"202 S Main St, Hillsboro, KS 67063, USA",kansas,
holcomb,30967|13393|49357,37.9861353,-100.989333,"100 N Henderson St, Holcomb, KS 67851, USA",kansas,1.034
holton,28323|9184|43710,39.4652724,-95.7363723,"208 W 5th St, Holton, KS 66436, USA",kansas,0.67
inman,48266|30471|11897,38.2319537,-97.7733809,"217 E Center St, Inman, KS 67546, USA",kansas,0.732
junction city,21347|1800|37955,39.0286093,-96.8313978,"138 W 6th St, Junction City, KS 66441, USA",kansas,0.826
